result_rank	full_name	distance	time_id	event_desc	swimmer_age	swim_time_formatted	alt_adj_swim_time_formatted	standard_name	meet_name	swim_date	club_name	lsc_id	foreign_yesno	hytek_power_points	event_id	gender
1	Morozov, Vladimir	50	146807666	50 BR SCM	27	25.51	25.51	Slower than B	2019 Euro's Champs scm	12/4/2019	Unattached	CA	Yes	1160	41	m
2	Schoeman, Roland	50	77982988	50 BR SCM	33	25.65	25.65	Slower than B	2013 World Cup - Berlin	8/10/2013	Unattached	AZ	Yes	1148	41	m
3	Fink, Nic	50	147487013	50 BR SCM	26	25.75	25.75	Slower than B	2019 ISL Series - Las Vegas	12/20/2019	Unattached	GA		1139	41	m
4	Lima, Felipe	50	136326935	50 BR SCM	33	25.80	25.80	Slower than B	2018 SCM World Champs	12/16/2018	Unattached	VA	Yes	1135	41	m
5	Stevens, Peter	50	113628859	50 BR SCM	21	25.85	25.85	Slower than B	2016 SCM World Champs 	12/11/2016	Unattached	SE	Yes	1130	41	m
6	Finnerty, Ian	50	145860325	50 BR SCM	23	25.99	25.99	Slower than B	2019 ISL Series - College Park	11/16/2019	Unattached	CA		1118	41	m
6	Schwingenschloegl, Fabian	50	125279341	50 BR SCM	26	25.99	25.99	Slower than B	2017 Euro's Champs scm	12/13/2017	Unattached	MV	Yes	1118	41	m
8	Dugonjic, Damir	50	91160555	50 BR SCM	26	26.03	26.03	Slower than B	2014 SCM World Champs 	12/7/2014	Unattached	PC	Yes	1115	41	m
9	Andrew, Michael	50	145860289	50 BR SCM	20	26.09	26.09	Slower than B	2019 ISL Series - College Park	11/16/2019	Unattached	SI		1109	41	m
10	McKee, Anton	50	146807596	50 BR SCM	25	26.14	26.14	Slower than B	2019 Euro's Champs scm	12/4/2019	Unattached	VA	Yes	1105	41	m
11	Miller, Cody	50	113653877	50 BR SCM	24	26.15	26.15	Slower than B	2016 SCM World Champs 	12/10/2016	Unattached	MR		1104	41	m
11	Scozzoli, Fabio	50	91160655	50 BR SCM	26	26.15	26.15	Slower than B	2014 SCM World Champs 	12/7/2014	Unattached	FG	Yes	1104	41	m
13	Hetland, Aleksander	50	69982577	50 BR SCM	29	26.20	26.20	Slower than B	2012 European SCM Champs	11/22/2012	Unattached	MI	Yes	1100	41	m
14	Cordes, Kevin	50	145860310	50 BR SCM	26	26.41	26.41	Slower than B	2019 ISL Series - College Park	11/16/2019	Unattached	GA		1081	41	m
15	Alexandrov, Mike	50	52013134	50 BR SCM	25	26.44	26.44	Slower than B	2010 SCM World Champs 	12/15/2010	Tucson Ford Dealers Aquatics	AZ		1079	41	m
16	Licon, Will	50	145860364	50 BR SCM	25	26.58	26.58	Slower than B	2019 ISL Series - College Park	11/16/2019	Unattached	ST		1067	41	m
16	Snyders, Glenn	50	88648951	50 BR SCM	27	26.58	26.58	Slower than B	2014 NZ Short Course Champs	9/2/2014	Trojan Swim Club	CA	Yes	1067	41	m
16	Wilson, Andrew	50	136317285	50 BR SCM	25	26.58	26.58	Slower than B	2018 SCM World Champs	12/15/2018	Athens Bulldog Swim Club	GA		1067	41	m
19	Murphy, Barry	50	69982971	50 BR SCM	27	26.60	26.60	Slower than B	2012 European SCM Champs	11/22/2012	Unattached	MI	Yes	1065	41	m
20	Claverie, Carlos	50	113606298	50 BR SCM	20	26.64	26.64	Slower than B	2016 SCM World Champs 	12/10/2016	Unattached	KY	Yes	1061	41	m
21	Tateishi, Ryo	50	59608821	50 BR SCM	22	26.66	26.66	Slower than B	2011 World Cup - Tokyo	11/12/2011	Unattached	CA	Yes	1060	41	m
22	Grevers, Matt	50	145101446	50 BR SCM	34	26.70	26.70	Slower than B	2019 ISL Series - Budapest	10/26/2019	Unattached	AZ		1056	41	m
23	Craig, Brad	50	91138115	50 BR SCM	25	26.75	26.75	Slower than B	2014 SCM World Champs 	12/6/2014	Unattached	SE		1052	41	m
24	Funk, Richard	50	113606348	50 BR SCM	24	26.78	26.78	Slower than B	2016 SCM World Champs 	12/10/2016	Unattached	FG	Yes	1049	41	m
25	Barbosa, Ricky	50	49731952	50 BR SCM	26	26.79	26.79	Slower than B	2010 World Cup - Rio_de_Janeiro	9/10/2010	Unattached	SE	Yes	1048	41	m
26	Polyakov, Vlad	50	52014448	50 BR SCM	27	26.80	26.80	Slower than B	2010 SCM World Champs 	12/15/2010	South Florida Aquatic Club	FG	Yes	1048	41	m
27	Block, Jason	50	113606250	50 BR SCM	26	26.81	26.81	Slower than B	2016 SCM World Champs 	12/10/2016	Unattached	CA	Yes	1047	41	m
27	Bovell, George	50	89779642	50 BR SCM	31	26.81	26.81	Slower than B	2014 World Cup - Singapore	11/1/2014	Unattached	MI	Yes	1047	41	m
29	Gangloff, Mark	50	52013683	50 BR SCM	28	26.82	26.82	Slower than B	2010 SCM World Champs 	12/15/2010	New York Athletic Club	MR		1046	41	m
30	Aljand, Martti	50	69982057	50 BR SCM	25	26.86	26.86	Slower than B	2012 European SCM Champs	11/22/2012	Unattached	PC	Yes	1042	41	m
31	Wu, Chun Feng	50	136324502	50 BR SCM	28	26.88	26.88	Slower than B	2018 SCM World Champs	12/15/2018	Unattached	VA	Yes	1041	41	m
32	Dressel, Caeleb	50	147487002	50 BR SCM	23	26.89	26.89	Slower than B	2019 ISL Series - Las Vegas	12/20/2019	Unattached	FL		1040	41	m
33	Tandy, Bradley	50	110779965	50 BR SCM	25	26.92	26.92	Slower than B	2016 World Cup - Beijing	9/30/2016	Unattached	AZ	Yes	1037	41	m
34	Magalhaes De Paula, Paulo	50	88650666	50 BR SCM	20	26.96	26.96	Slower than B	Trofeu Jose Finkel	9/1/2014	Unattached	HI	Yes	1034	41	m
