result_rank	full_name	distance	time_id	event_desc	swimmer_age	swim_time_formatted	alt_adj_swim_time_formatted	standard_name	meet_name	swim_date	club_name	lsc_id	foreign_yesno	hytek_power_points	event_id	gender
1	Morozov, Vladimir	100	134999195	100 FR SCM	26	44.95	44.95	AAAA	2018 World Cup - Singapore	11/16/2018	Unattached	CA	Yes	1137	29	m
2	Dressel, Caeleb	100	147487001	100 FR SCM	23	45.22	45.22	AAAA	2019 ISL Series - Las Vegas	12/21/2019	Unattached	FL		1123	29	m
3	Cielo, Cesar	100	52013415	100 FR SCM	23	45.74	45.74	Summer Nationals (LCM)	2010 SCM World Champs 	12/15/2010	Auburn Aquatics	SE	Yes	1096	29	m
4	Held, Ryan	100	136202464	100 FR SCM	23	45.82r	45.82	AAAA	2018 SCM World Champs	12/11/2018	Wolfpack Elite	NC		1092	29	m
5	Bilis, Simonas	100	136326800	100 FR SCM	25	46.11	46.11	AAAA	2018 SCM World Champs	12/16/2018	Wolfpack Elite	NC	Yes	1077	29	m
6	Pieroni, Blake	100	133343057	100 FR SCM	22	46.25	46.25	AAAA	2018 World Cup - Budapest	10/5/2018	Unattached	CA		1070	29	m
7	De Lucca, Joao	100	91137453	100 FR SCM	24	46.29	46.29	AAAA	2014 SCM World Champs 	12/6/2014	Unattached	KY	Yes	1067	29	m
8	Adrian, Nathan	100	52013077	100 FR SCM	22	46.44	46.44	Summer Nationals (LCM)	2010 SCM World Champs 	12/15/2010	California Aquatics	PC		1060	29	m
9	Lobintsev, Nikita	100	81690848	100 FR SCM	25	46.46	46.46	AAAA	Vladimir Salnikov Cup	12/20/2013	Unattached	CA	Yes	1059	29	m
10	Ervin, Tony	100	79391673	100 FR SCM	32	46.48	46.48	AAAA	2013 World Cup - Singapore	11/5/2013	Unattached	PC		1058	29	m
11	Schoeman, Roland	100	67836500	100 FR SCM	32	46.50	46.50	AAAA	SA Short Course Swimming Champ	8/16/2012	Phoenix Swim Club	AZ	Yes	1057	29	m
12	Shields, Tom	100	121704106	100 FR SCM	26	46.58	46.58	2019 Winter US Open (LCM)	2017 World Cup - Berlin	8/6/2017	Unattached	PC		1053	29	m
13	Berens, Ricky	100	61024168	100 FR SCM	23	46.60	46.60	AAAA	2011 Duel In The Pool 	12/16/2011	Unattached	CA		1052	29	m
14	Schneider, Josh	100	102553869	100 FR SCM	27	46.66	46.66	2019 Winter US Open (LCM)	2015 Duel in the Pool	12/11/2015	Unattached	MR		1048	29	m
15	Chadwick, Michael	100	147486977	100 FR SCM	24	46.71	46.71	AAAA	2019 ISL Series - Las Vegas	12/21/2019	Unattached	NC		1046	29	m
16	Weber-Gale, Garrett	100	61024158	100 FR SCM	26	46.79	46.79	AAAA	2011 Duel In The Pool 	12/16/2011	Unattached	ST		1042	29	m
17	Santana, Matheus	100	136233782	100 FR SCM	22	46.83r	46.83	AAAA	2018 SCM World Champs	12/11/2018	Team Elite	NC	Yes	1040	29	m
18	Sukhorukov, Alexander	100	81691254	100 FR SCM	25	46.84	46.84	AAAA	Vladimir Salnikov Cup	12/20/2013	Unattached	CA	Yes	1039	29	m
19	Chierighini, Marcelo	100	136316805	100 FR SCM	27	46.89	46.89	AAAA	2018 SCM World Champs	12/15/2018	Unattached	SE	Yes	1037	29	m
20	Ryan, Shane	100	136324446	100 FR SCM	24	46.93	46.93	AAAA	2018 SCM World Champs	12/15/2018	Unattached	VA	Yes	1035	29	m
21	Agnel, Yannick	100	81312087	100 FR SCM	21	46.94r	46.94	AAAA	2013 Duel in the Pool	12/20/2013	North Baltimore Aquatic Club	MD	Yes	1034	29	m
22	Kusch, Marius	100	146807424	100 FR SCM	26	46.98	46.98	AAAA	2019 Euro's Champs scm	12/7/2019	Unattached	NC	Yes	1032	29	m
23	Moore, Graeme	100	52030168	100 FR SCM	21	47.01	47.01	Summer Nationals (LCM)	2010 SCM World Champs 	12/15/2010	California Aquatics	PC	Yes	1031	29	m
24	Townsend, Darian	100	68427578	100 FR SCM	28	47.02	47.02	AAAA	2012 World Cup - Berlin	10/20/2012	Unattached	AZ	Yes	1030	29	m
25	Grevers, Matt	100	70869057	100 FR SCM	27	47.05	47.05	AAAA	2012 SCM World Champs	12/12/2012	Unattached	AZ		1029	29	m
26	Feigen, Jimmy	100	70869050	100 FR SCM	23	47.11	47.11	AAAA	2012 SCM World Champs	12/12/2012	Unattached	ST		1026	29	m
27	Apple, Zach	100	145903230	100 FR SCM	22	47.23	47.23	AAAA	2019 ISL Series - College Park	11/17/2019	Unattached	IN		1019	29	m
28	Brown, Adam	100	81307278	100 FR SCM	24	47.24	47.24	AAAA	2013 Duel in the Pool	12/20/2013	Unattached	MR	Yes	1019	29	m
29	Carter, Dylan	100	147487220	100 FR SCM	23	47.29r	47.29	AAAA	2019 ISL Series - Las Vegas	12/20/2019	Unattached	CA	Yes	1016	29	m
